school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,获取失败,获取失败,,,,,,,,,,,,,,无
,金融理学硕士,MS in Finance,"商科, 金融",,雪城大学,金融,秋季,36学分,"1,802美元/学分",无,无,2年工作经验(满足的话不需要GRE/GMAT),雅思: 100; 托福: 7,"雪城大学的MSF可以选择9个月（一年），16个月（一年半含暑期实习）或者18个月（两年）来完成项目。项目包括4个必修课程和6个选修课程（共30个学分），全日制须在1年内完成项目，想延长项目的学生可以在两年内完成。MSF项目提供以下四个专业领域的课程：公司金融、投资、房地产和风险管理。必修课程为公司财务政策和战略，财务管理，投资分析，一般线性模型或时间序列分析。总的来说是个比较general的项目，advisor会根据每个学生的背景安排个性化的课程设置。学生可以接触实时市场数据、生活新闻、分析软件和其他资源。该项目可以为彭博认证和专业考试做准备，例如CFA, FRM 和CAIA。 在校期间可以参与案例分析比赛和华尔街预备研讨会，丰富自己的经历，提高自己的职业能力。就业中心和著名公司达成合作，包括摩根大通，花旗集团和摩根士丹利，以及彭博社，帮助学生更容易获得就业机会。学生可以通过Whitman的Career Center来寻找和准备实习，Career Center会提供很多的像一些校友的数据资源，工作职位数据资源等等，而且还会帮助学生准备个人简历和求职信，在面试前也可以先和里面的老师模拟练习一下。学生可以随时寻求Career Center里老师具有针对性的帮助或者参加他们办的workshop。但是Career Center 不会提供实习，而只会帮助学生寻找实习。就业方向和学生自己选择的方向会比较相关，常见的有corporate finance，risk management，real estate等。 申请要求GPA3.0+（平均录取GPA3.3），托福100+（口语部分建议23以上）/雅思7+（口语建议7+）GMAT660+同时接受GRE。会优先考虑本科专业是金融、会计、经济、商业、数学和其他数学相关领域，如果是非商科背景的学生，需要另外修9个学时的基础课程。",未找到课程设置,https://whitman.syracuse.edu/full-time-masters-program/masters-in-finance
,机械工程理学硕士,M.S. in Mechanical Engineering,"工科, 机械工程",,莱斯大学,机械工程,春季/秋季,2年,54100美元/年,无,无,GPA至少要达到3.0/4.0,雅思: 90; 托福: 7,无,未找到课程设置,https://mech.rice.edu/academics/graduate-programs/master-science-program
,生物医学理学硕士,MS in Biomedical Engineering,"工科, 生物工程",,西北大学（美国）,生物工程,秋季,9-12节课,20020美元/quarter,无,无,"学生必须具有高等数学背景（通过常微分方程、线性代数和向量微积分）,并且对与其预期研究领域相关的生物科学、物理学和工程学有基本的了解。",雅思: 90; 托福: 7,西北大学生物医学工程系研究生阶段开设有生物医学工程硕士（MS in Biomedical Engineering）：为学生提供生物医学工程领域的的理论指导; 让学生接触该领域的前沿课题 并参与科研项目。有以下两种培养模式，分别是：带论文（MS with thesis）：需撰写论文，同时重学术和独立研究能力的培养；不带论文（MS without thesis）：以授课为主。,未找到课程设置,https://www.mccormick.northwestern.edu/biomedical/academics/graduate/masters/
,市场营销硕士,MS in Marketing,"商科, 市场营销",,德克萨斯大学奥斯汀分校,市场营销,STEM,夏季/秋季,10个月,真人单面,无,证明数学与量化能力的课程,雅思: 100; 托福: 7,"课程设置：UT-Austin MKT项目为期10个月，是STEM项目，课程很Analytics；虽然项目时间短，但学得还是很扎实的，Practicum也很给力。

就业方面：就业的话薪资看起来不高，但德州生活成本也低。

录取方面：相比西北IMC，UT Austin MKT更加女神级，平均入学GPA达到3.6+。Size比较小（38人左右），国际生比例低（18%），其中很多国际生都具备美本/海本背景，仅有少数陆本录取；不过对转专业非常友好。",未找到课程设置,https://www.mccombs.utexas.edu/graduate/specialized-masters/ms-marketing/admissions/
,商业分析硕士,MS in Business Analytics,"商科, 商业分析",,罗切斯特大学,商业分析,STEM,秋季,11或17个月,机面（kira）/真人单面,无,无,雅思: 无要求; 托福: 无要求,"罗彻斯特大学商业分析也是中国学生人手一个的项目。课程设置：有两种时长，一种为期11个月（不包含实习），一种为期17个月（包含实习），课程有涉及Python, R, and Tableau这些，也有modeling这类，有communications，teamwork这种软课。基本BA想学的还是可以都涵盖到，也有project。Simon的课程设置整体偏analytical，但较为新手友好，项目里很多同学之前都没有任何coding的经验。第一门课先从R学起，之后会接触SQL、Tableau和Python。录取方面：Simon奖学金也比较给力（超过60%），而且早点注册会有邮件让你waive 申请费。 并不卡语言小分(不要因为requirements的小分要求就不申)，有真人面。申请是rolling，一边面一边发，也看每个面试官的快慢，看tl的时候根据面试官来。虽然商科背景是主流，但转专业友好，语言类人文社科类都有录取案例，当然，隔壁mkt analytics也是一个非常好的选择。文书有一个题目是：25个字写一个interesting facts，请各种发挥！录取后会给有官方的wechat群，学生服务这块做的还是比较好的。就业方面：Simon有自己单独是career services，校友network都还不错，可以提供一部分资源。 劣势可能在于罗村就业基本要relocate，但离纽约也不远。BA主要找到的工作是Business Analyst、Data Analyst、Financial Analyst等，有一小部分会去Consutling、Investment Banking等方向就业。",未找到课程设置,https://simon.rochester.edu/programs/full-time-ms-in-business-analytics
,机械工程专业硕士,Professional Master in Mechanical Engineering (M.M.E.),"工科, 机械工程",,莱斯大学,机械工程,春季/秋季,30学分,54100美元/年,无,无,GPA至少要达到3.0/4.0,雅思: 90; 托福: 7,无,未找到课程设置,https://mech.rice.edu/academics/graduate-programs/professional-masters-program/about-mme
,以人为中心的人工智能理学硕士,MS in Applied Human Centered Artificial Intelligence,"工科, 计算机",,雪城大学,计算机,STEM,"秋季,春季",31学分,无,无,无,雅思: 无要求; 托福: 无要求,"雪城大学（Syracuse University）信息学院（iSchool）的以人为中心的人工智能理学硕士项目，专注于培养能够将人工智能技术与人类需求相结合的专业人才。该项目通过跨学科课程设置，融合计算机科学、数据科学、心理学和社会学等多领域知识，为学生提供全面的理论基础和实践技能训练。核心课程包括人工智能基础、机器学习和数据科学，同时提供自然语言处理、计算机视觉等专业选修课程，满足学生的个性化学习需求。
项目强调实践能力，学生将通过实验室项目、企业实习和案例分析积累实践经验，解决实际问题。与行业领导者和技术公司的紧密合作，为学生提供了与专家交流的机会，增强职业网络和就业竞争力。此外，学生可以根据兴趣选择专注于特定领域或跨领域学习，实现个性化发展。
毕业生将在科技、金融、医疗、教育等多个领域拥有广阔的职业前景，可担任机器学习工程师、数据科学家、软件工程师等职位。随着人工智能技术的广泛应用，这些职位的需求持续增长，为毕业生提供了极高的就业竞争力和薪资待遇。雪城大学该项目致力于培养具有创新思维和技术能力的未来领导者，帮助学生在人工智能领域取得成功。",未找到课程设置,https://ischool.syracuse.edu/academics/applied-human-centered-artificial-intelligence-masters-degree/
,获取失败,获取失败,,,,,,,,,,,,,,无
,生物医学理学硕士,M.S.E. in Biomedical Engineering,"工科, 生物工程",,约翰霍普金斯大学,生物工程,秋季,30学分,58000美元,无,无,无,雅思: 100; 托福: 7,约翰霍普金斯大学生物医学工程BME系全美第一，研究生阶段开设有生物医学工程硕士（MSE）：旨在帮助学生从事研发工作，或进一步迈向博士学位。有两种学习模式。学生可以选择两年制的带论文的学习模式，学生可以在导师的指导下参与科研项目；也可以选择一年制的学习模式，学生可以选择下列重点学科之一来完成工程硕士的课程：医学人工智能AI in Medicine、生物医学数据科学、计算医学、基因组学与系统生物学、影像与医疗器械、神经工程学、免疫工程学、细胞与组织工程学。,未找到课程设置,https://www.bme.jhu.edu/academics/graduate/masters-programs/
,英语学习者教育硕士,Master of Education (M.Ed.) in English Language Learners,"社科, 教育",,范德堡大学,教育,夏季/秋季,31学分,64976美元,无,无,无,雅思: 100; 托福: 7,"范德堡大学的Peabody教育学院是美国排名第一的教育学院, Peabody的课程和实践帮助学生形成philosophy of teaching。
English Language Learners (ELL) 教育硕士项目，属于Peabody下的Teaching and Learning系。
项目下分三个方向：pedagogical tracks 包括track 1在美国英语教学（K-12 edu），track 2：在海外英语教学（international）, 大多中国学生选这个。track 3语言研究和发展Language Sciences and Development track（linguistic,二语习得研究方向），比较学术，for PhD。
pedagogical tracks有practicum experience校外的教学实践活动，可以积累教学经验，也有capstone。 
语言研究与发展方向的学生的capstone project 主要是literature review on a research question，topics包括关注语言学习、语境和文化之间相互关系的复杂性。 size 在18-21人。 
就业方面：官方给的就业率100%，有继续读PhD的。
录取案例：奖学金友好，中国学生友好。整体peer还是很好的。",未找到课程设置,https://peabody.vanderbilt.edu/programs/english-language-learners-med/
