ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
72711,计算机科学与工程硕士,MS in Computer Science and Engineering,"工科, 计算机",密歇根大学安娜堡分校,计算机,STEM,秋季,30学分,无,无,无,无,"1、Languages: Deep working knowledge of C and familiarity with object-oriented concepts and work with some object-oriented language such as Java or C++. 2、Data structures and mathematics: Understanding and working knowledge of pointers, lists, stacks, queues, trees, arrays and recursion; induction, order of magnitude growth, probability and elementary combinatorics, set notation. 3、Working familiarity with windows and Unix. 4、Knowledge of assembly language (e.g. Intel or Motorola) sufficient to understand self-modifying code.",无,无,无,无,https://www.compassedu.hk/majr_72711,无,,"工科, 计算机, 公立常春藤, 十大联盟",是
71765,应用生物工程理学硕士,MS in Applied Bioengineering,"工科, 生物工程",华盛顿大学,生物工程,秋季,1年,58470美元/年,无,无,无,无,具有工程、生物、物理或应用科学相关学科背景,无,"<p>华盛顿大学生物工程系研究生阶段设有以下学位项目，分别是：生物工程理学硕士Master of Science (thesis-based)：为期两年，学术导向，在获得全面生物工程专业知识和技能的同时，进行研究，完成thesis，利用基础科学和工程原理解决生物医学问题。</p><p> 
应用生物工程硕士Master of Applied Bioengineering(MAB)：为期1年，就业导向，培养学生应用工程设计来应对当今临床挑战，以满足工业和医学对生物技术人才的需求。毕业生掌握从事生物医学行业工作所需的技能。</p>",无,无,https://www.compassedu.hk/majr_71765,无,,"工科, 生物工程, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73543,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73543,无,,,否
73705,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73705,无,,,否
72710,机器人学理学硕士,MS in Robotics,"工科, 计算机",密歇根大学安娜堡分校,计算机,STEM,秋季,一年,无,无,无,无,申请者必须持有地区认可机构的学士学位。申请材料需要截止前都收到。,无,无,无,无,https://www.compassedu.hk/majr_72710,无,,"工科, 计算机, 公立常春藤, 十大联盟",是
71858,机械与航天工程理学硕士,MS in Mechanical and Aerospace Engineering,"工科, 机械工程",罗格斯大学,机械工程,秋季/春季,30学分,16116美元/学期,无,无,无,无,机械背景或相关工程背景或数学背景,无,无,无,无,https://www.compassedu.hk/majr_71858,无,,"工科, 机械工程, 公立常春藤, 十大联盟, 美国大学协会",是
71764,生物工程理学硕士,MS in Bioengineering,"工科, 生物工程",华盛顿大学,生物工程,秋季,2年,58470美元/年,无,无,无,无,建议有以下先修课：代数、线性代数、三角学、常微分方程、信号分析、概率论与统计学、编程、电气工程和物理、化学（无机、有机、生物化学）、材料科学、评价过程和数学、细胞生物学。,无,"<p>华盛顿大学生物工程系研究生阶段设有以下学位项目，分别是：生物工程理学硕士Master of Science (thesis-based)：为期两年，学术导向，在获得全面生物工程专业知识和技能的同时，进行研究，完成thesis，利用基础科学和工程原理解决生物医学问题。</p><p> 
应用生物工程硕士Master of Applied Bioengineering(MAB)：为期1年，就业导向，培养学生应用工程设计来应对当今临床挑战，以满足工业和医学对生物技术人才的需求。毕业生掌握从事生物医学行业工作所需的技能。</p>",无,无,https://www.compassedu.hk/majr_71764,无,,"工科, 生物工程, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73712,体育商业理学硕士,MS in Sports Business,"商科, 其他商科",纽约大学,其他商科,春季/秋季,36学分,"24,503美元",无,无,无,无,申请者需要持有相对应的学士学位,无,无,无,无,https://www.compassedu.hk/majr_73712,无,,"商科, 其他商科, 美国大学协会, 高潜力人才签证计划",否
65777,计算机科学与工程硕士,MSE in Computer Science and Engineering,"工科, 计算机",密歇根大学安娜堡分校,计算机,秋季,30学分,26480美元/学期,无,无,无,无,无,无,"<p>密歇根大学CSE项目是个非常好MS转PhD跳板项目，有非常不错的实验室机会，跟导师network也比较方便。也适合就业党，因为UMich的本科CSE教育非常不错，在工业界的reputation很好，校友网也很好。</p><p>

课程设置：CSE时长灵活1-2年都可，选课灵活，论文也是optional。此外，密歇根大学EECS系开设了2个MS， 1个CSE，1个ECE，事实上2个项目的选课自由度很大，也会有不少交叉的地方。对于EE背景想要转CS的同学，完全可以曲线救国申请ECE项目，然后根据自己的选课调整来转cs。</p><p>

录取方面：项目规模70-80左右，录取难度还是比较高的，中国陆本非常友好，但是偏好理工科优势学校的申请者。</p>",无,无,https://www.compassedu.hk/majr_65777,无,,"工科, 计算机, 公立常春藤, 十大联盟",是
71711,生物统计学硕士,Master of Science in Biostatistics,"理科, 数学",约翰霍普金斯大学,数学,秋季,2年,60960美元/年,无,无,无,无,微积分和线代,无,"<p>约翰霍普金斯大学生物统计学系隶属于Bloomberg公共卫生学院，成立于1918年，是全球最古老的生物统计学系之一，全美专排Top3。开设了 Master of Science (ScM) Biostatistics，绝对顶尖的生统项目。2年制，针对那些在定量或生物科学的本科水平上表现出色，并希望成为生物统计学家的。 ScM毕业生在学术医疗机构、行业或政府部门任职，主导科研项目的设计和分析。 </p><p>
录取方面：神级项目，虽然先修课官方只要求了线代和微积分，但大多数录取者都有非常不错的research经历。</p>",无,无,https://www.compassedu.hk/majr_71711,无,,"理科, 数学, 美国大学协会, 十大联盟",否
73893,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73893,无,,,否
65511,商业分析硕士,MS in Business Analytics,"商科, 商业分析",圣路易斯华盛顿大学,商业分析,STEM,秋季,3学期,无,无,机面（kira）,无,"微积分1,2和统计学",无,"<p>圣路易斯华盛顿大学WUSTL因为学校综排好，也是中国学生人手一个的项目，前身是2013开的Customer Analytics，2018改名为BA，2019开始有6个track（CA，Fintech，Accounting是主申，其次SCM，Talent，Healthcare——BA在不同领域的应用），CA是师资课程等最完善的，但申请建议选和自己背景match的。</p><p>课程设置：</p><p>项目时长18个月，第一学期18个学分的general课，后面是21学分的track课，部分需要自学（网课）。有Practicum，不同track practicum合作项目的strong 与否不一样，学校能给的资源都会给到，能不能把握或者争取在个人。WUSTL的BA在career services方面较为“放养”，共享工学院资源。CA track 留美率 95%，AISA 5%。</p><p>录取方面：</p><p>先修课只有Calculus I and II and Statistics（以往有人argue过，不接受Coursera certificates，要有学分）文书这2年都在改题目，认真审题，essay前后问的差不多，但需要分配好具体内容，不要翻来覆去写雷同的内容。陆本很多，不卡学校。有kira，无真人面。语言专业、公共事业管理、国贸、心理学等背景均有录取。这个项目6个方向加起来23-24学年一共有288名学生（较上一学年有所下降，22-23学年是359），但在美硕中也属于招生人数相对较多的项目了。目前人数最多的两个Track是客户分析CA和Fintech这两个，官网给出的学生信息最多的也是这两个，人数应该在上百人。其他track人数比较多的应该是accounting，其他track人数在20-30人。</p><p>就业方面：</p><p>就业率最新数据为79%，北美就业率52%，Median base salary was $65,000，median internship salary $3,500</p>",无,无,https://www.compassedu.hk/majr_65511,无,,"商科, 商业分析, 新常春藤, 美国大学协会, 大学研究协会",是
73895,生物工程理学硕士,MS in Bioengineering,"工科, 生物工程",华盛顿大学,生物工程,STEM,秋季,2年,无,无,无,无,"GPA3.0；具有强大的研究技能（有至少一年干湿实验室经验者优先）；生物工程、化学工程、化学、物理学、生物学、计算机科学、电气工程和相关学科学位；建议学习或接触过以下课程
代数、线性代数、三角学；常微分方程；信号分析；概率论与统计学；编程；电气工程和物理；化学（无机、有机、生物化学）；材料科学；费率过程和数学；细胞生物学",无,无,无,无,https://www.compassedu.hk/majr_73895,无,,"工科, 生物工程, 公立常春藤, 帕克十二联盟, 环太平洋大学联盟, 国际大学气候联盟",是
73765,生物医学硕士,MSE in Biomedical Engineering,"理科, 生物",德克萨斯大学奥斯汀分校,生物,STEM,秋季,"30,000美元/年",无,无,无,无,设置给本校医学院本科申请的项目。其余申请人建议申博士。建议申请人在申请前完成基于微积分的物理（两个学期），微分方程，统计，化学，细胞或分子生物学，生理课程,无,无,无,无,https://www.compassedu.hk/majr_73765,无,,"理科, 生物, 公立常春藤, 美国大学协会",是
73890,法学硕士,Master of Laws,"社科, 法律",佩珀代因大学,法律,秋季/春季/夏季,26学分,"63,660美元/年",无,无,无,无,法律学位相关本科，需要从LSAC进行申请,无,无,无,无,https://www.compassedu.hk/majr_73890,无,,"社科, 法律, 私立研究型大学, 文理学院",否
72578,生物技术理学硕士,MS in Biotechnology,"理科, 生物",约翰霍普金斯大学,生物,STEM,春季/夏季/秋季/冬季,一年,无,无,无,无,"先修课要求：
两个学期的生物学。
两个学期的大学化学。
一个学期的有机化学。
一个学期的生物化学。",无,无,无,无,https://www.compassedu.hk/majr_72578,无,,"理科, 生物, 美国大学协会, 十大联盟",是
72915,社会工作硕士,Master of Social Work,"社科, 社会学与社工",佐治亚大学,社会学与社工,秋季,2年,"13,090美元/学期",无,无,无,无,接受不同专业背景，需要有人文服务、志愿者等相关实习,无,无,无,无,https://www.compassedu.hk/majr_72915,无,,"社科, 社会学与社工, 公立常春藤",否
73904,联合国与全球政策研究硕士,MA in United Nations and Global Policy Studies,"社科, 国际关系",罗格斯大学,国际关系,秋季/春季/夏季,18-24个月，36学分,"16,008美元/学期",无,无,无,无,GPA3.0; 获得学士学位,无,无,无,无,https://www.compassedu.hk/majr_73904,无,,"社科, 国际关系, 公立常春藤, 十大联盟, 美国大学协会",否
65516,信息系统管理硕士-商业情报与数据分析方向,MISM–Business Intelligence & Data Analytics pathway,"商科, 商业分析",卡内基梅隆大学,商业分析,STEM,秋季,16个月,无,无,无,无,建议修过面向对象编程、Java编程课程、概率和统计、数据库,无,<p>卡耐基梅隆大学 MISM-BIDA项目隶属于 Heinz学院。</p><p>课程设置：</p><p>3个学期，时长16month，包括一个暑期实习和12month（不包括实习，针对至少有3年以上工作经验的）。课程很硬核很Tech，主要有预测建模、结构非结构化数据分析、机器学习等</p><p>录取方面：BIDA项目招收相当多的经管学院的同学（比理工科的比例要大不少），非常注重数理背景，建议申请者在Python，R，SQL，算法等方面有一定基础，在实习过程中最好有实际应用的经历。国内此类实习主要包括阿里、滴滴、拼多多、百度、腾讯等。也可以有一些金融大数据、精准影响方面的实习。作为Tier 1的项目，三维要求较高，GPA 3.8/要做wes，海本waive语言要5年。有video。从录取者三维来看，平均GPA在3.7，平均托福成绩在108，平均GRE成绩在327，高分者居多。</p><p>就业方面：</p><p>因为 CMU是 CS强校，且项目足够 Tech，就业去向非常好，虽然是 BA项目，但从事data方向的比较多，MISM（还有一种说法就是general track）转码的会更多。绝大多数学生都是留美就业，回国很少。科技公司为主（约50%），其次是consulting和零售、制造，以及banking。</p>,无,无,https://www.compassedu.hk/majr_65516,无,,"商科, 商业分析, 美国大学协会, 新常春藤, 全球大学校长论坛",是
